סמל היישוב,שם יישוב,מחוז,נפה,צורת יישוב,מעמד מוניציפלי,אזור טבעי,אוכלוסייה - סך הכל,מזה: יהודים ואחרים,מזה: יהודים,מזה: ערבים,אשכול רשויות מקומיות
711,עזריה,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,"1,269","1,268","1,251",-,ללא שיוך לאשכול               
817,עזריקם,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,באר טוביה,אזור מלאכי,"1,538","1,536","1,528",1,אשכול רשויות שורק דרומי       
3658,עטרת,יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,891,891,891,-,אשכול יהודה ושומרון           
1175,עידן,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,הערבה התיכונה,הערבה,432,430,416,2,אשכול רשויות נגב מזרחי        
1765,עידן הנגב,הדרום,באר שבע,מוקד תעסוקה,בני שמעון,אזור באר שבע,-,-,-,-,אשכול רשויות נגב מערבי        
530,עיילבון,הצפון,כנרת,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,גליל תחתון מזרחי,"5,799",29,18,"5,771",אשכול רשויות הכנרת והעמקים    
156,עיינות,המרכז,רחובות,יישובים מוסדיים יהודיים,גן רווה,אזור ראשון לציון,342,341,283,2,ללא שיוך לאשכול               
511,עילוט,הצפון,,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,הרי נצרת-תירען,"8,863",1,-,"8,862",אשכול רשויות הגליל והעמקים    
687,עין איילה,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,חוף הכרמל,חוף הכרמל,"1,147","1,147","1,130",-,אשכול רשויות מישור החוף       
546,עין אל-אסד,הצפון,צפת,יישובים כפריים אחרים לא יהודיים,מרום הגליל,גליל עליון מזרחי,920,-,-,919,אשכול רשויות גליל מזרחי       
273,עין גב,הצפון,כנרת,קיבוצים,עמק הירדן,כנרות,666,664,629,1,אשכול רשויות הכנרת והעמקים    
2042,עין גדי,הדרום,באר שבע,קיבוצים,תמר,אזור ים המלח,604,588,557,16,ללא שיוך לאשכול               
436,עין דור,הצפון,יזרעאל,קיבוצים,עמק יזרעאל,רמת כוכב,"1,056","1,055","1,017",1,אשכול רשויות הגליל והעמקים    
1240,עין הבשור,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,"1,109","1,106","1,073",2,אשכול רשויות נגב מערבי        
74,עין הוד,חיפה,חדרה,יישובים קהילתיים,חוף הכרמל,אזור זכרון יעקב,664,660,636,3,אשכול רשויות מישור החוף       
167,עין החורש,המרכז,השרון,קיבוצים,עמק חפר,מערב השרון,874,874,858,-,ללא שיוך לאשכול               
289,עין המפרץ,הצפון,עכו,קיבוצים,מטה אשר,אזור עכו,"1,271","1,271","1,229",-,אשכול רשויות גליל מערבי       
383,"עין הנצי""ב",הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,641,640,639,-,אשכול רשויות הכנרת והעמקים    
367,עין העמק,הצפון,יזרעאל,יישובים כפריים אחרים יהודיים,מגידו,רמת מנשה,847,846,835,-,אשכול רשויות הגליל והעמקים    
270,עין השופט,הצפון,יזרעאל,קיבוצים,מגידו,רמת מנשה,864,863,770,1,אשכול רשויות הגליל והעמקים    
676,עין השלושה,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,353,352,291,1,אשכול רשויות נגב מערבי        
157,עין ורד,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,לב השרון,מערב השרון,"1,564","1,564","1,528",1,אשכול רשויות השרון            
4503,עין זיוון,הצפון,גולן,קיבוצים,גולן,גולן צפוני,462,462,436,-,אשכול רשויות גליל מזרחי       
1320,עין חוד,חיפה,חדרה,יישובים כפריים אחרים לא יהודיים,חוף הכרמל,אזור זכרון יעקב,325,-,-,325,אשכול רשויות מישור החוף       
1053,עין חצבה,הדרום,באר שבע,מקום,תמר,הערבה,-,-,-,-,ללא שיוך לאשכול               
89,עין חרוד (איחוד),הצפון,יזרעאל,קיבוצים,הגלבוע,עמק חרוד,537,537,527,-,אשכול רשויות הגליל והעמקים    
82,עין חרוד (מאוחד),הצפון,יזרעאל,קיבוצים,הגלבוע,עמק חרוד,779,779,762,-,אשכול רשויות הגליל והעמקים    
806,עין יהב,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,הערבה התיכונה,הערבה,856,856,836,-,אשכול רשויות נגב מזרחי        
813,עין יעקב,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור יחיעם,"1,226","1,227","1,189",-,אשכול רשויות גליל מערבי       
1056,"עין כרם-בי""ס חקלאי",ירושלים,ירושלים,יישובים מוסדיים יהודיים,מטה יהודה,הרי יהודה,175,175,170,-,ללא שיוך לאשכול               
426,עין כרמל,חיפה,חדרה,קיבוצים,חוף הכרמל,חוף הכרמל,928,929,909,-,אשכול רשויות מישור החוף       
532,עין מאהל,הצפון,,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,הרי נצרת-תירען,"13,931",19,4,"13,911",אשכול רשויות הגליל והעמקים    
521,עין נקובא,ירושלים,ירושלים,יישובים לא יהודיים 4999-2000 תושבים,מטה יהודה,הרי יהודה,"3,737",1,-,"3,736",ללא שיוך לאשכול               
223,עין עירון,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,מנשה,אזור חדרה,571,571,568,-,ללא שיוך לאשכול               
622,עין צורים,הדרום,אשקלון,קיבוצים,שפיר,אזור מלאכי,879,879,874,-,ללא שיוך לאשכול               
4502,עין קנייא,הצפון,גולן,יישובים לא יהודיים 4999-2000 תושבים,מועצה מקומית,אזור החרמון,"2,190",-,-,"2,190",אשכול רשויות גליל מזרחי       
514,עין ראפה,ירושלים,ירושלים,יישובים כפריים אחרים לא יהודיים,מטה יהודה,הרי יהודה,"1,297",9,9,"1,288",ללא שיוך לאשכול               
139,עין שמר,חיפה,חדרה,קיבוצים,מנשה,אזור חדרה,689,689,664,-,ללא שיוך לאשכול               
880,עין שריד,המרכז,השרון,יישובים כפריים אחרים יהודיים,לב השרון,מערב השרון,"1,638","1,638","1,623",-,אשכול רשויות השרון            
1251,עין תמר,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,תמר,אזור ים המלח,202,202,194,-,ללא שיוך לאשכול               
871,עינת,המרכז,פתח תקווה,קיבוצים,דרום השרון,אזור פתח תקווה,850,851,831,-,אשכול רשויות השרון            
1187,עיר אובות,הדרום,באר שבע,מקום,הערבה התיכונה,הערבה,-,-,-,-,אשכול רשויות נגב מזרחי        
7600,עכו,הצפון,עכו,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור עכו,"51,420","34,777","29,071","16,644",אשכול רשויות גליל מערבי       
1146,עלומים,הדרום,באר שבע,קיבוצים,שדות נגב,אזור בשור,531,531,531,-,אשכול רשויות נגב מערבי        
3765,עלי,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מטה בנימין,,"4,701","4,700","4,671",-,אשכול יהודה ושומרון           
3727,עלי זהב,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"4,647","4,644","4,622",2,אשכול יהודה ושומרון           
688,עלמה,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מרום הגליל,גליל עליון מזרחי,698,698,698,-,אשכול רשויות גליל מזרחי       
3715,עלמון,יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,"1,467","1,467","1,427",1,אשכול יהודה ושומרון           
1212,עמוקה,הצפון,צפת,יישובים קהילתיים,מרום הגליל,גליל עליון מזרחי,159,159,156,-,אשכול רשויות גליל מזרחי       
3824,עמיחי,יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,264,264,264,-,אשכול יהודה ושומרון           
779,עמינדב,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,הרי יהודה,"1,119","1,119","1,097",-,ללא שיוך לאשכול               
385,עמיעד,הצפון,צפת,קיבוצים,הגליל העליון,אזור חצור,538,537,525,1,אשכול רשויות גליל מזרחי       
318,עמיעוז,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,218,217,217,1,אשכול רשויות נגב מערבי        
773,עמיקם,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,אלונה,הר אלכסנדר,741,740,719,-,אשכול רשויות מישור החוף       
319,עמיר,הצפון,צפת,קיבוצים,הגליל העליון,עמק חולה,622,620,592,2,אשכול רשויות גליל מזרחי       
3660,עמנואל,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מועצה מקומית,,"4,656","4,656","4,654",-,אשכול יהודה ושומרון           
708,עמקה,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מטה אשר,אזור נהרייה,833,833,821,-,אשכול רשויות גליל מערבי       
3712,ענב,יהודה והשומרון,,יישובים קהילתיים,שומרון,,"1,062","1,062","1,061",-,אשכול יהודה ושומרון           
534,עספיא,חיפה,חיפה,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,אזור חיפה,"12,896",240,123,"12,656",אשכול רשויות המפרץ            
7700,עפולה,הצפון,יזרעאל,יישובים יהודיים 99999-50000 תושבים,עירייה,עמק יזרעאל,"61,519","60,817","54,412",703,אשכול רשויות הגליל והעמקים    
3617,עפרה,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מטה בנימין,,"3,497","3,497","3,491",-,אשכול יהודה ושומרון           
917,עצמון שגב,הצפון,עכו,יישובים קהילתיים,משגב,אזור שפרעם,"1,228","1,228","1,217",-,אשכול רשויות בית הכרם הגלילי  
531,עראבה,הצפון,עכו,יישובים לא יהודיים 49999-20000 תושבים,עירייה,אזור שפרעם,"27,115",33,-,"27,082",ללא שיוך לאשכול               
1246,עראמשה,הצפון,עכו,יישובים כפריים אחרים לא יהודיים,מטה אשר,אזור אילון,"1,750",-,-,"1,750",אשכול רשויות גליל מערבי       
1335,ערב אל נעים,הצפון,עכו,יישובים כפריים אחרים לא יהודיים,משגב,אזור שפרעם,866,-,-,866,אשכול רשויות בית הכרם הגלילי  
2560,ערד,הדרום,באר שבע,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור באר שבע,"28,170","27,062","22,679","1,107",אשכול רשויות נגב מזרחי        
593,ערוגות,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,באר טוביה,אזור מלאכי,"1,154","1,154","1,125",1,אשכול רשויות שורק דרומי       
637,ערערה,חיפה,חדרה,יישובים לא יהודיים 49999-20000 תושבים,מועצה מקומית,הר אלכסנדר,"26,147",41,10,"26,105",ללא שיוך לאשכול               
1192,ערערה-בנגב,הדרום,באר שבע,יישובים לא יהודיים 49999-20000 תושבים,מועצה מקומית,אזור באר שבע,"20,381",19,4,"20,362",אשכול רשויות נגב מזרחי        
591,עשרת,המרכז,רחובות,יישובים כפריים אחרים יהודיים,גדרות,אזור רחובות,965,965,955,-,ללא שיוך לאשכול               
53,עתלית,חיפה,חדרה,יישובים יהודיים 19999-10000 תושבים,חוף הכרמל,חוף הכרמל,"10,929","10,827","10,475",102,אשכול רשויות מישור החוף       
3748,עתניאל,יהודה והשומרון,,יישובים קהילתיים,הר חברון,,"1,041","1,041","1,040",-,אשכול יהודה ושומרון           
1151,פארן,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,הערבה התיכונה,הערבה,537,535,508,3,אשכול רשויות נגב מזרחי        
1763,פארק תעשיות ספירים,הדרום,אשקלון,מוקד תעסוקה,שער הנגב,אזור אשקלון,-,-,-,-,אשכול רשויות נגב מערבי        
1745,פארק תעשיות עמק חפר,המרכז,השרון,מוקד תעסוקה,עמק חפר,מערב השרון,-,-,-,-,ללא שיוך לאשכול               
3768,פדואל,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"2,084","2,084","2,072",-,אשכול יהודה ושומרון           
750,פדויים,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור בשור,522,522,509,-,אשכול רשויות נגב מערבי        
838,פדיה,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,830,830,827,-,ללא שיוך לאשכול               
537,פוריידיס,חיפה,חדרה,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,חוף הכרמל,"13,722",15,7,"13,707",אשכול רשויות מישור החוף       
1104,פורייה - כפר עבודה,הצפון,כנרת,יישובים כפריים אחרים יהודיים,עמק הירדן,כנרות,412,413,369,-,אשכול רשויות הכנרת והעמקים    
1105,פורייה - נווה עובד,הצפון,כנרת,יישובים כפריים אחרים יהודיים,עמק הירדן,כנרות,"1,326","1,309","1,244",16,אשכול רשויות הכנרת והעמקים    
1313,פורייה עילית,הצפון,כנרת,יישובים כפריים אחרים יהודיים,עמק הירדן,כנרות,"1,264","1,196","1,076",69,אשכול רשויות הכנרת והעמקים    
767,פורת,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,לב השרון,מערב השרון,"1,295","1,294","1,268",-,אשכול רשויות השרון            
749,פטיש,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור בשור,"1,014","1,012","1,009",2,אשכול רשויות נגב מערבי        
1185,פלך,הצפון,עכו,קיבוצים,משגב,אזור יחיעם,202,202,191,-,אשכול רשויות בית הכרם הגלילי  
597,פלמחים,המרכז,רחובות,קיבוצים,גן רווה,אזור ראשון לציון,745,744,718,1,ללא שיוך לאשכול               
3723,פני חבר,יהודה והשומרון,,יישובים קהילתיים,הר חברון,,743,743,743,-,אשכול יהודה ושומרון           
3659,פסגות,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מטה בנימין,,"2,086","2,086","2,086",-,אשכול יהודה ושומרון           
535,פסוטה,הצפון,עכו,יישובים לא יהודיים 4999-2000 תושבים,מועצה מקומית,אזור אילון,"3,255",9,-,"3,246",אשכול רשויות גליל מערבי       
2059,"פעמי תש""ז",הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור גרר,589,589,587,-,אשכול רשויות נגב מערבי        
3615,פצאל,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,371,370,369,1,אשכול יהודה ושומרון           
536,פקיעין (בוקייעה),הצפון,עכו,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,אזור יחיעם,"6,104",1,-,"6,103",ללא שיוך לאשכול               
281,פקיעין חדשה,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור יחיעם,624,610,577,14,אשכול רשויות גליל מערבי       
7800,פרדס חנה-כרכור,חיפה,חדרה,יישובים יהודיים 49999-20000 תושבים,מועצה מקומית,אזור חדרה,"44,840","44,785","43,424",54,ללא שיוך לאשכול               
171,פרדסייה,המרכז,השרון,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,מערב השרון,"7,421","7,420","7,319",2,ללא שיוך לאשכול               
599,פרוד,הצפון,צפת,קיבוצים,מרום הגליל,גליל עליון מזרחי,621,616,593,5,אשכול רשויות גליל מזרחי       
2053,פרזון,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,עמק יזרעאל,353,353,344,-,אשכול רשויות הגליל והעמקים    
1231,פרי גן,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,249,249,249,-,אשכול רשויות נגב מערבי        
7900,פתח תקווה,המרכז,פתח תקווה,יישובים יהודיים 499999-200000 תושבים,עירייה,אזור פתח תקווה,"255,387","254,792","232,690",595,ללא שיוך לאשכול               
839,פתחיה,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,884,883,872,-,ללא שיוך לאשכול               
413,צאלים,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,495,495,447,-,אשכול רשויות נגב מערבי        
1180,צביה,הצפון,עכו,יישובים קהילתיים,משגב,אזור כרמיאל,331,331,324,-,אשכול רשויות בית הכרם הגלילי  
1213,צבעון,הצפון,עכו,קיבוצים,הגליל העליון,אזור אילון,380,380,355,-,אשכול רשויות גליל מזרחי       
465,צובה,ירושלים,ירושלים,קיבוצים,מטה יהודה,הרי יהודה,621,621,599,-,ללא שיוך לאשכול               
1136,צוחר,הדרום,באר שבע,יישובים כפריים אחרים יהודיים,אשכול,אזור בשור,452,452,429,1,אשכול רשויות נגב מערבי        
1111,צופייה,המרכז,רחובות,מקום,חבל יבנה,אזור רחובות,-,-,-,-,אשכול רשויות שורק דרומי       
3791,צופים,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"2,553","2,552","2,486",1,אשכול יהודה ושומרון           
198,צופית,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,"1,318","1,318","1,303",-,אשכול רשויות השרון            
1150,צופר,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,הערבה התיכונה,הערבה,492,491,479,1,אשכול רשויות נגב מזרחי        
1102,צוקי ים,המרכז,השרון,יישובים כפריים אחרים יהודיים,עמק חפר,מערב השרון,296,297,293,-,ללא שיוך לאשכול               
1262,צוקים,הדרום,באר שבע,יישובים קהילתיים,הערבה התיכונה,הערבה,372,372,356,-,אשכול רשויות נגב מזרחי        
1113,צור הדסה,ירושלים,ירושלים,יישובים יהודיים 19999-10000 תושבים,מטה יהודה,הרי יהודה,"12,142","12,111","11,489",31,ללא שיוך לאשכול               
1345,צור יצחק,המרכז,פתח תקווה,יישובים יהודיים 9999-5000 תושבים,דרום השרון,דרום השרון,"7,080","7,026","6,772",54,אשכול רשויות השרון            
276,צור משה,המרכז,השרון,יישובים יהודיים 4999-2000 תושבים,לב השרון,מערב השרון,"3,253","3,243","3,213",9,אשכול רשויות השרון            
1148,צור נתן,המרכז,פתח תקווה,מושבים שיתופיים,דרום השרון,דרום השרון,290,290,287,-,אשכול רשויות השרון            
774,צוריאל,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור יחיעם,405,401,395,4,אשכול רשויות גליל מערבי       
1221,צורית,הצפון,עכו,יישובים קהילתיים,משגב,אזור כרמיאל,949,947,910,1,אשכול רשויות בית הכרם הגלילי  
613,ציפורי,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,הרי נצרת-תירען,"1,030",893,866,137,אשכול רשויות הגליל והעמקים    
796,צלפון,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,"1,095","1,094","1,090",1,ללא שיוך לאשכול               
636,צנדלה,הצפון,יזרעאל,יישובים כפריים אחרים לא יהודיים,הגלבוע,עמק חרוד,"1,710",-,-,"1,710",אשכול רשויות הגליל והעמקים    
594,צפרייה,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,שדות דן,אזור רמלה,"1,013","1,013","1,013",-,ללא שיוך לאשכול               
1079,צפרירים,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,428,427,423,1,ללא שיוך לאשכול               
8000,צפת,הצפון,צפת,יישובים יהודיים 49999-20000 תושבים,עירייה,גליל עליון מזרחי,"38,029","37,223","34,705",807,אשכול רשויות גליל מזרחי       
612,צרופה,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,חוף הכרמל,חוף הכרמל,"1,154","1,152","1,139",1,אשכול רשויות מישור החוף       
567,צרעה,ירושלים,ירושלים,קיבוצים,מטה יהודה,שפלת יהודה,936,935,924,-,ללא שיוך לאשכול               
334,קבוצת יבנה,המרכז,רחובות,קיבוצים,חבל יבנה,אזור רחובות,940,940,939,-,אשכול רשויות שורק דרומי       
3557,קדומים,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מועצה מקומית,,"4,548","4,548","4,525",-,אשכול יהודה ושומרון           
195,קדימה-צורן,המרכז,השרון,יישובים יהודיים 49999-20000 תושבים,מועצה מקומית,מערב השרון,"23,220","23,202","22,708",18,אשכול רשויות השרון            
392,קדמה,הדרום,אשקלון,מקום,יואב,אזור מלאכי,-,-,-,-,אשכול רשויות שורק דרומי       
4025,קדמת צבי,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן תיכוני,578,578,545,-,אשכול רשויות גליל מזרחי       
3781,קדר,יהודה והשומרון,,יישובים קהילתיים,גוש עציון,,"1,649","1,649","1,632",-,ללא שיוך לאשכול               
615,קדרון,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,ברנר,אזור רחובות,"1,626","1,626","1,605",-,אשכול רשויות שורק דרומי       
1211,קדרים,הצפון,צפת,קיבוצים,הגליל העליון,גליל תחתון מרכזי,308,309,305,-,אשכול רשויות גליל מזרחי       
766,קוממיות,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,שפיר,אזור מלאכי,606,606,606,-,ללא שיוך לאשכול               
1179,קורנית,הצפון,עכו,יישובים קהילתיים,משגב,אזור שפרעם,918,919,903,-,אשכול רשויות בית הכרם הגלילי  
1052,קטורה,הדרום,באר שבע,קיבוצים,חבל אילות,הערבה,509,507,472,2,אשכול רשויות נגב מזרחי        
1167,קיסריה,חיפה,חדרה,יישובים יהודיים 9999-5000 תושבים,חוף הכרמל,אזור חדרה,"5,997","5,962","5,680",34,אשכול רשויות מישור החוף       
414,קלחים,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור גרר,677,675,672,1,אשכול רשויות נגב מערבי        
3601,קליה,יהודה והשומרון,,קיבוצים,מגילות ים המלח,,490,483,470,7,אשכול יהודה ושומרון           
638,קלנסווה,המרכז,השרון,יישובים לא יהודיים 49999-20000 תושבים,עירייה,מזרח השרון,"24,205",50,26,"24,155",אשכול רשויות השרון            
4024,קלע,הצפון,גולן,יישובים קהילתיים,גולן,גולן צפוני,404,403,350,-,אשכול רשויות גליל מזרחי       
1767,קמה (אזור תעשייה חקלאית),הדרום,באר שבע,מוקד תעסוקה,בני שמעון,אזור גרר,-,-,-,-,אשכול רשויות נגב מערבי        
1243,קציר,חיפה,חדרה,יישובים יהודיים 4999-2000 תושבים,מנשה,הר אלכסנדר,"2,944","2,855","2,651",88,ללא שיוך לאשכול               
1347,קצר א-סר,הדרום,באר שבע,יישובים לא יהודיים 4999-2000 תושבים,נווה מדבר,אזור באר שבע,"2,867",1,-,"2,866",אשכול רשויות נגב מזרחי        
4100,קצרין,הצפון,גולן,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,גולן תיכוני,"7,876","7,805","6,374",72,אשכול רשויות גליל מזרחי       
2620,קריית אונו,תל אביב,,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור רמת גן,"43,241","43,190","41,843",51,ללא שיוך לאשכול               
3611,קריית ארבע,יהודה והשומרון,,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,,"7,490","7,487","7,318",2,אשכול יהודה ושומרון           
6800,קריית אתא,חיפה,חיפה,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור חיפה,"61,142","60,985","55,896",158,אשכול רשויות המפרץ            
9500,קריית ביאליק,חיפה,חיפה,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור חיפה,"44,620","44,544","39,773",76,אשכול רשויות המפרץ            
2630,קריית גת,הדרום,אשקלון,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור לכיש,"64,437","64,338","60,122",100,ללא שיוך לאשכול               
1768,קריית חינוך מרחבים*,הדרום,באר שבע,מוקד תעסוקה,מרחבים,אזור בשור,-,-,-,-,אשכול רשויות נגב מערבי        
2300,קריית טבעון,חיפה,חיפה,יישובים יהודיים 19999-10000 תושבים,מועצה מקומית,אזור חיפה,"19,180","19,063","18,471",116,אשכול רשויות המפרץ            
9600,קריית ים,חיפה,חיפה,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור חיפה,"41,095","41,015","32,731",80,אשכול רשויות המפרץ            
1137,קריית יערים,ירושלים,ירושלים,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,הרי יהודה,"6,555","6,555","6,536",1,ללא שיוך לאשכול               
2039,קריית יערים (מוסד),ירושלים,ירושלים,יישובים מוסדיים יהודיים,מטה יהודה,הרי יהודה,175,170,159,5,ללא שיוך לאשכול               
8200,קריית מוצקין,חיפה,חיפה,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור חיפה,"48,001","47,940","42,213",61,אשכול רשויות המפרץ            
1034,קריית מלאכי,הדרום,אשקלון,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור מלאכי,"25,705","25,588","25,148",116,אשכול רשויות שורק דרומי       
3746,קריית נטפים,יהודה והשומרון,,יישובים קהילתיים,שומרון,,"1,009","1,009","1,008",-,אשכול יהודה ושומרון           
78,קריית ענבים,ירושלים,ירושלים,קיבוצים,מטה יהודה,הרי יהודה,489,488,450,1,ללא שיוך לאשכול               
469,קריית עקרון,המרכז,רחובות,יישובים יהודיים 19999-10000 תושבים,מועצה מקומית,אזור רחובות,"10,993","10,920","10,530",74,אשכול רשויות שורק דרומי       
412,קריית שלמה,המרכז,השרון,יישובים מוסדיים יהודיים,חוף השרון,מערב השרון,374,362,252,12,ללא שיוך לאשכול               
2800,קריית שמונה,הצפון,צפת,יישובים יהודיים 49999-20000 תושבים,עירייה,עמק חולה,"22,492","21,744","20,079",748,אשכול רשויות גליל מזרחי       
1766,קרית חינוך עזתה,הדרום,באר שבע,מוקד תעסוקה,שדות נגב,אזור גרר,-,-,-,-,אשכול רשויות נגב מערבי        
1746,קרית תעופה,המרכז,רמלה,מוקד תעסוקה,חבל מודיעין,אזור רמלה,-,-,-,-,ללא שיוך לאשכול               
3640,קרני שומרון,יהודה והשומרון,,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,,"9,920","9,911","9,595",8,אשכול יהודה ושומרון           
4006,קשת,הצפון,גולן,מושבים שיתופיים,גולן,גולן צפוני,878,878,878,-,אשכול רשויות גליל מזרחי       
543,ראמה,הצפון,עכו,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,אזור כרמיאל,"7,798",15,7,"7,783",אשכול רשויות בית הכרם הגלילי  
1334,ראס אל-עין,הצפון,עכו,יישובים כפריים אחרים לא יהודיים,משגב,אזור כרמיאל,412,-,-,411,אשכול רשויות בית הכרם הגלילי  
990,ראס עלי,חיפה,חיפה,יישובים כפריים אחרים לא יהודיים,זבולון,אזור חיפה,663,-,-,663,אשכול רשויות המפרץ            
2640,ראש העין,המרכז,פתח תקווה,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור פתח תקווה,"73,678","73,629","71,185",49,ללא שיוך לאשכול               
26,ראש פינה,הצפון,צפת,יישובים יהודיים 4999-2000 תושבים,מועצה מקומית,אזור חצור,"3,308","3,252","3,169",56,אשכול רשויות גליל מזרחי       
3602,ראש צורים,יהודה והשומרון,,קיבוצים,גוש עציון,,978,978,978,-,ללא שיוך לאשכול               
8300,ראשון לציון,המרכז,רחובות,יישובים יהודיים 499999-200000 תושבים,עירייה,אזור ראשון לציון,"260,453","260,127","234,056",327,ללא שיוך לאשכול               
3795,רבבה,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"2,950","2,950","2,950",-,אשכול יהודה ושומרון           
564,רבדים,הדרום,אשקלון,קיבוצים,יואב,אזור מלאכי,830,830,822,-,אשכול רשויות שורק דרומי       
354,רביבים,הדרום,באר שבע,קיבוצים,רמת נגב,הר הנגב הצפוני,"1,106","1,094",971,14,אשכול רשויות נגב מזרחי        
1225,רביד,הצפון,כנרת,קיבוצים,עמק הירדן,גליל תחתון מזרחי,108,108,107,-,אשכול רשויות הכנרת והעמקים    
390,רגבה,הצפון,עכו,מושבים שיתופיים,מטה אשר,אזור נהרייה,"1,115","1,114","1,105",-,אשכול רשויות גליל מערבי       
444,רגבים,חיפה,חדרה,קיבוצים,מנשה,הר אלכסנדר,546,546,536,-,ללא שיוך לאשכול               
